region_id;country_id;title_ru;title_ua;title_be;title_en;title_es;title_pt;title_de;title_fr;title_it;title_pl;title_ja;title_lt;title_lv;title_cz
"4181083";"22";"Wilaya de Ghardaïa";"Wilaya de Ghardaïa";"Wilaya de Ghardaïa";"Wilaya de Ghardaïa";"Wilaya de Ghardaïa";"Wilaya de Ghardaïa";"Wilaya de Ghardaïa";"Wilaya de Ghardaïa";"Wilaya de Ghardaïa";"Wilaya de Ghardaïa";"Wilaya de Ghardaïa";"Wilaya de Ghardaïa";"Wilaya de Ghardaïa";"Wilaya de Ghardaïa"
"4180649";"22";"Wilaya de Khenchela";"Wilaya de Khenchela";"Wilaya de Khenchela";"Wilaya de Khenchela";"Wilaya de Khenchela";"Wilaya de Khenchela";"Wilaya de Khenchela";"Wilaya de Khenchela";"Wilaya de Khenchela";"Wilaya de Khenchela";"Wilaya de Khenchela";"Wilaya de Khenchela";"Wilaya de Khenchela";"Wilaya de Khenchela"
"4180578";"22";"Wilaya de Laghouat";"Wilaya de Laghouat";"Wilaya de Laghouat";"Wilaya de Laghouat";"Wilaya de Laghouat";"Wilaya de Laghouat";"Wilaya de Laghouat";"Wilaya de Laghouat";"Wilaya de Laghouat";"Wilaya de Laghouat";"Wilaya de Laghouat";"Wilaya de Laghouat";"Wilaya de Laghouat";"Wilaya de Laghouat"
"4179223";"22";"Wilaya de Ouargla";"Wilaya de Ouargla";"Wilaya de Ouargla";"Wilaya de Ouargla";"Wilaya de Ouargla";"Wilaya de Ouargla";"Wilaya de Ouargla";"Wilaya de Ouargla";"Wilaya de Ouargla";"Wilaya de Ouargla";"Wilaya de Ouargla";"Wilaya de Ouargla";"Wilaya de Ouargla";"Wilaya de Ouargla"
"4024321";"25";"Província de Cabinda";"Província de Cabinda";"Província de Cabinda";"Província de Cabinda";"Província de Cabinda";"Província de Cabinda";"Província de Cabinda";"Província de Cabinda";"Província de Cabinda";"Província de Cabinda";"Província de Cabinda";"Província de Cabinda";"Província de Cabinda";"Província de Cabinda"
"4022745";"25";"Província de Malanje";"Província de Malanje";"Província de Malanje";"Província de Malanje";"Província de Malanje";"Província de Malanje";"Província de Malanje";"Província de Malanje";"Província de Malanje";"Província de Malanje";"Província de Malanje";"Província de Malanje";"Província de Malanje";"Província de Malanje"
"4178428";"22";"Wilaya de Sétif";"Wilaya de Sétif";"Wilaya de Sétif";"Wilaya de Sétif";"Wilaya de Sétif";"Wilaya de Sétif";"Wilaya de Sétif";"Wilaya de Sétif";"Wilaya de Sétif";"Wilaya de Sétif";"Wilaya de Sétif";"Wilaya de Sétif";"Wilaya de Sétif";"Wilaya de Sétif"
"4178368";"22";"Wilaya de Sidi Bel Abbès";"Wilaya de Sidi Bel Abbès";"Wilaya de Sidi Bel Abbès";"Wilaya de Sidi Bel Abbès";"Wilaya de Sidi Bel Abbès";"Wilaya de Sidi Bel Abbès";"Wilaya de Sidi Bel Abbès";"Wilaya de Sidi Bel Abbès";"Wilaya de Sidi Bel Abbès";"Wilaya de Sidi Bel Abbès";"Wilaya de Sidi Bel Abbès";"Wilaya de Sidi Bel Abbès";"Wilaya de Sidi Bel Abbès";"Wilaya de Sidi Bel Abbès"
"4610997";"25";"Província de Namibe";"Província de Namibe";"Província de Namibe";"Província de Namibe";"Província de Namibe";"Província de Namibe";"Província de Namibe";"Província de Namibe";"Província de Namibe";"Província de Namibe";"Província de Namibe";"Província de Namibe";"Província de Namibe";"Província de Namibe"
"4024471";"25";"Província do Bengo";"Província do Bengo";"Província do Bengo";"Província do Bengo";"Província do Bengo";"Província do Bengo";"Província do Bengo";"Província do Bengo";"Província do Bengo";"Província do Bengo";"Província do Bengo";"Província do Bengo";"Província do Bengo";"Província do Bengo"
"3315145";"25";"Província do Moxico";"Província do Moxico";"Província do Moxico";"Província do Moxico";"Província do Moxico";"Província do Moxico";"Província do Moxico";"Província do Moxico";"Província do Moxico";"Província do Moxico";"Província do Moxico";"Província do Moxico";"Província do Moxico";"Província do Moxico"
"4020823";"25";"Província do Uíge";"Província do Uíge";"Província do Uíge";"Província do Uíge";"Província do Uíge";"Província do Uíge";"Província do Uíge";"Província do Uíge";"Província do Uíge";"Província do Uíge";"Província do Uíge";"Província do Uíge";"Província do Uíge";"Província do Uíge"
"4020724";"25";"Província do Zaire";"Província do Zaire";"Província do Zaire";"Província do Zaire";"Província do Zaire";"Província do Zaire";"Província do Zaire";"Província do Zaire";"Província do Zaire";"Província do Zaire";"Província do Zaire";"Província do Zaire";"Província do Zaire";"Província do Zaire"
"4612183";"25";"Província do Cunene";"Província do Cunene";"Província do Cunene";"Província do Cunene";"Província do Cunene";"Província do Cunene";"Província do Cunene";"Província do Cunene";"Província do Cunene";"Província do Cunene";"Província do Cunene";"Província do Cunene";"Província do Cunene";"Província do Cunene"
"4611700";"25";"Província do Huambo";"Província do Huambo";"Província do Huambo";"Província do Huambo";"Província do Huambo";"Província do Huambo";"Província do Huambo";"Província do Huambo";"Província do Huambo";"Província do Huambo";"Província do Huambo";"Província do Huambo";"Província do Huambo";"Província do Huambo"
"4696297";"27";"Parish of Saint Paul";"Parish of Saint Paul";"Parish of Saint Paul";"Parish of Saint Paul";"Parish of Saint Paul";"Parish of Saint Paul";"Parish of Saint Paul";"Parish of Saint Paul";"Parish of Saint Paul";"Parish of Saint Paul";"Parish of Saint Paul";"Parish of Saint Paul";"Parish of Saint Paul";"Parish of Saint Paul"
"4455914";"26";"Parròquia d'Encamp";"Parròquia d'Encamp";"Parròquia d'Encamp";"Parròquia d'Encamp";"Parròquia d'Encamp";"Parròquia d'Encamp";"Parròquia d'Encamp";"Parròquia d'Encamp";"Parròquia d'Encamp";"Parròquia d'Encamp";"Parròquia d'Encamp";"Parròquia d'Encamp";"Parròquia d'Encamp";"Parròquia d'Encamp"
"4611697";"25";"Província da Huíla";"Província da Huíla";"Província da Huíla";"Província da Huíla";"Província da Huíla";"Província da Huíla";"Província da Huíla";"Província da Huíla";"Província da Huíla";"Província da Huíla";"Província da Huíla";"Província da Huíla";"Província da Huíla";"Província da Huíla"
"3078804";"25";"Província da Lunda Norte";"Província da Lunda Norte";"Província da Lunda Norte";"Província da Lunda Norte";"Província da Lunda Norte";"Província da Lunda Norte";"Província da Lunda Norte";"Província da Lunda Norte";"Província da Lunda Norte";"Província da Lunda Norte";"Província da Lunda Norte";"Província da Lunda Norte";"Província da Lunda Norte";"Província da Lunda Norte"
"3078803";"25";"Província da Lunda Sul";"Província da Lunda Sul";"Província da Lunda Sul";"Província da Lunda Sul";"Província da Lunda Sul";"Província da Lunda Sul";"Província da Lunda Sul";"Província da Lunda Sul";"Província da Lunda Sul";"Província da Lunda Sul";"Província da Lunda Sul";"Província da Lunda Sul";"Província da Lunda Sul";"Província da Lunda Sul"
"4022918";"25";"Província de Luanda";"Província de Luanda";"Província de Luanda";"Província de Luanda";"Província de Luanda";"Província de Luanda";"Província de Luanda";"Província de Luanda";"Província de Luanda";"Província de Luanda";"Província de Luanda";"Província de Luanda";"Província de Luanda";"Província de Luanda"
"4613687";"25";"Província do Bié";"Província do Bié";"Província do Bié";"Província do Bié";"Província do Bié";"Província do Bié";"Província do Bié";"Província do Bié";"Província do Bié";"Província do Bié";"Província do Bié";"Província do Bié";"Província do Bié";"Província do Bié"
"3315334";"25";"Província do Cuando Cubango";"Província do Cuando Cubango";"Província do Cuando Cubango";"Província do Cuando Cubango";"Província do Cuando Cubango";"Província do Cuando Cubango";"Província do Cuando Cubango";"Província do Cuando Cubango";"Província do Cuando Cubango";"Província do Cuando Cubango";"Província do Cuando Cubango";"Província do Cuando Cubango";"Província do Cuando Cubango";"Província do Cuando Cubango"
"4023576";"25";"Província do Cuanza Norte";"Província do Cuanza Norte";"Província do Cuanza Norte";"Província do Cuanza Norte";"Província do Cuanza Norte";"Província do Cuanza Norte";"Província do Cuanza Norte";"Província do Cuanza Norte";"Província do Cuanza Norte";"Província do Cuanza Norte";"Província do Cuanza Norte";"Província do Cuanza Norte";"Província do Cuanza Norte";"Província do Cuanza Norte"
"4612237";"25";"Província do Cuanza Sul";"Província do Cuanza Sul";"Província do Cuanza Sul";"Província do Cuanza Sul";"Província do Cuanza Sul";"Província do Cuanza Sul";"Província do Cuanza Sul";"Província do Cuanza Sul";"Província do Cuanza Sul";"Província do Cuanza Sul";"Província do Cuanza Sul";"Província do Cuanza Sul";"Província do Cuanza Sul";"Província do Cuanza Sul"
"4455960";"26";"Parròquia de Canillo";"Parròquia de Canillo";"Parròquia de Canillo";"Parròquia de Canillo";"Parròquia de Canillo";"Parròquia de Canillo";"Parròquia de Canillo";"Parròquia de Canillo";"Parròquia de Canillo";"Parròquia de Canillo";"Parròquia de Canillo";"Parròquia de Canillo";"Parròquia de Canillo";"Parròquia de Canillo"
"3870533";"55";"Bạc Liêu";"Bạc Liêu";"Bạc Liêu";"Bạc Liêu";"Bạc Liêu";"Bạc Liêu";"Bạc Liêu";"Bạc Liêu";"Bạc Liêu";"Bạc Liêu";"Bạc Liêu";"Bạc Liêu";"Bạc Liêu";"Bạc Liêu"
"4455977";"26";"Parròquia d'Andorra la Vella";"Parròquia d'Andorra la Vella";"Parròquia d'Andorra la Vella";"Parròquia d'Andorra la Vella";"Parròquia d'Andorra la Vella";"Parròquia d'Andorra la Vella";"Parròquia d'Andorra la Vella";"Parròquia d'Andorra la Vella";"Parròquia d'Andorra la Vella";"Parròquia d'Andorra la Vella";"Parròquia d'Andorra la Vella";"Parròquia d'Andorra la Vella";"Parròquia d'Andorra la Vella";"Parròquia d'Andorra la Vella"
"4455878";"26";"Parròquia de la Massana";"Parròquia de la Massana";"Parròquia de la Massana";"Parròquia de la Massana";"Parròquia de la Massana";"Parròquia de la Massana";"Parròquia de la Massana";"Parròquia de la Massana";"Parròquia de la Massana";"Parròquia de la Massana";"Parròquia de la Massana";"Parròquia de la Massana";"Parròquia de la Massana";"Parròquia de la Massana"
"4455799";"26";"Parròquia de Sant Julià de Lòria";"Parròquia de Sant Julià de Lòria";"Parròquia de Sant Julià de Lòria";"Parròquia de Sant Julià de Lòria";"Parròquia de Sant Julià de Lòria";"Parròquia de Sant Julià de Lòria";"Parròquia de Sant Julià de Lòria";"Parròquia de Sant Julià de Lòria";"Parròquia de Sant Julià de Lòria";"Parròquia de Sant Julià de Lòria";"Parròquia de Sant Julià de Lòria";"Parròquia de Sant Julià de Lòria";"Parròquia de Sant Julià de Lòria";"Parròquia de Sant Julià de Lòria"
"4696394";"27";"Barbuda";"Barbuda";"Barbuda";"Barbuda";"Barbuda";"Barbuda";"Barbuda";"Barbuda";"Barbuda";"Barbuda";"Barbuda";"Barbuda";"Barbuda";"Barbuda"
"4607437";"26";"Parròquia d'Escaldes-Engordany";"Parròquia d'Escaldes-Engordany";"Parròquia d'Escaldes-Engordany";"Parròquia d'Escaldes-Engordany";"Parròquia d'Escaldes-Engordany";"Parròquia d'Escaldes-Engordany";"Parròquia d'Escaldes-Engordany";"Parròquia d'Escaldes-Engordany";"Parròquia d'Escaldes-Engordany";"Parròquia d'Escaldes-Engordany";"Parròquia d'Escaldes-Engordany";"Parròquia d'Escaldes-Engordany";"Parròquia d'Escaldes-Engordany";"Parròquia d'Escaldes-Engordany"
"4455825";"26";"Parròquia d'Ordino";"Parròquia d'Ordino";"Parròquia d'Ordino";"Parròquia d'Ordino";"Parròquia d'Ordino";"Parròquia d'Ordino";"Parròquia d'Ordino";"Parròquia d'Ordino";"Parròquia d'Ordino";"Parròquia d'Ordino";"Parròquia d'Ordino";"Parròquia d'Ordino";"Parròquia d'Ordino";"Parròquia d'Ordino"
"4696302";"27";"Parish of Saint John";"Parish of Saint John";"Parish of Saint John";"Parish of Saint John";"Parish of Saint John";"Parish of Saint John";"Parish of Saint John";"Parish of Saint John";"Parish of Saint John";"Parish of Saint John";"Parish of Saint John";"Parish of Saint John";"Parish of Saint John";"Parish of Saint John"
"4696298";"27";"Parish of Saint Mary";"Parish of Saint Mary";"Parish of Saint Mary";"Parish of Saint Mary";"Parish of Saint Mary";"Parish of Saint Mary";"Parish of Saint Mary";"Parish of Saint Mary";"Parish of Saint Mary";"Parish of Saint Mary";"Parish of Saint Mary";"Parish of Saint Mary";"Parish of Saint Mary";"Parish of Saint Mary"
"3405542";"30";"Velāyat-e Zābol";"Velāyat-e Zābol";"Velāyat-e Zābol";"Velāyat-e Zābol";"Velāyat-e Zābol";"Velāyat-e Zābol";"Velāyat-e Zābol";"Velāyat-e Zābol";"Velāyat-e Zābol";"Velāyat-e Zābol";"Velāyat-e Zābol";"Velāyat-e Zābol";"Velāyat-e Zābol";"Velāyat-e Zābol"
"4829490";"28";"Provincia de Catamarca";"Provincia de Catamarca";"Provincia de Catamarca";"Provincia de Catamarca";"Provincia de Catamarca";"Provincia de Catamarca";"Provincia de Catamarca";"Provincia de Catamarca";"Provincia de Catamarca";"Provincia de Catamarca";"Provincia de Catamarca";"Provincia de Catamarca";"Provincia de Catamarca";"Provincia de Catamarca"
"4829080";"28";"Provincia de Córdoba";"Provincia de Córdoba";"Provincia de Córdoba";"Provincia de Córdoba";"Provincia de Córdoba";"Provincia de Córdoba";"Provincia de Córdoba";"Provincia de Córdoba";"Provincia de Córdoba";"Provincia de Córdoba";"Provincia de Córdoba";"Provincia de Córdoba";"Provincia de Córdoba";"Provincia de Córdoba"
"4637721";"28";"Provincia de Corrientes";"Provincia de Corrientes";"Provincia de Corrientes";"Provincia de Corrientes";"Provincia de Corrientes";"Provincia de Corrientes";"Provincia de Corrientes";"Provincia de Corrientes";"Provincia de Corrientes";"Provincia de Corrientes";"Provincia de Corrientes";"Provincia de Corrientes";"Provincia de Corrientes";"Provincia de Corrientes"
"4696303";"27";"Parish of Saint George";"Parish of Saint George";"Parish of Saint George";"Parish of Saint George";"Parish of Saint George";"Parish of Saint George";"Parish of Saint George";"Parish of Saint George";"Parish of Saint George";"Parish of Saint George";"Parish of Saint George";"Parish of Saint George";"Parish of Saint George";"Parish of Saint George"
"4696296";"27";"Parish of Saint Peter";"Parish of Saint Peter";"Parish of Saint Peter";"Parish of Saint Peter";"Parish of Saint Peter";"Parish of Saint Peter";"Parish of Saint Peter";"Parish of Saint Peter";"Parish of Saint Peter";"Parish of Saint Peter";"Parish of Saint Peter";"Parish of Saint Peter";"Parish of Saint Peter";"Parish of Saint Peter"
"4637574";"28";"Provincia de Formosa";"Provincia de Formosa";"Provincia de Formosa";"Provincia de Formosa";"Provincia de Formosa";"Provincia de Formosa";"Provincia de Formosa";"Provincia de Formosa";"Provincia de Formosa";"Provincia de Formosa";"Provincia de Formosa";"Provincia de Formosa";"Provincia de Formosa";"Provincia de Formosa"
"4827898";"28";"Provincia de Jujuy";"Provincia de Jujuy";"Provincia de Jujuy";"Provincia de Jujuy";"Provincia de Jujuy";"Provincia de Jujuy";"Provincia de Jujuy";"Provincia de Jujuy";"Provincia de Jujuy";"Provincia de Jujuy";"Provincia de Jujuy";"Provincia de Jujuy";"Provincia de Jujuy";"Provincia de Jujuy"
"4827592";"28";"Provincia de La Pampa";"Provincia de La Pampa";"Provincia de La Pampa";"Provincia de La Pampa";"Provincia de La Pampa";"Provincia de La Pampa";"Provincia de La Pampa";"Provincia de La Pampa";"Provincia de La Pampa";"Provincia de La Pampa";"Provincia de La Pampa";"Provincia de La Pampa";"Provincia de La Pampa";"Provincia de La Pampa"
"4827516";"28";"Provincia de La Rioja";"Provincia de La Rioja";"Provincia de La Rioja";"Provincia de La Rioja";"Provincia de La Rioja";"Provincia de La Rioja";"Provincia de La Rioja";"Provincia de La Rioja";"Provincia de La Rioja";"Provincia de La Rioja";"Provincia de La Rioja";"Provincia de La Rioja";"Provincia de La Rioja";"Provincia de La Rioja"
"4826833";"28";"Provincia de Mendoza";"Provincia de Mendoza";"Provincia de Mendoza";"Provincia de Mendoza";"Provincia de Mendoza";"Provincia de Mendoza";"Provincia de Mendoza";"Provincia de Mendoza";"Provincia de Mendoza";"Provincia de Mendoza";"Provincia de Mendoza";"Provincia de Mendoza";"Provincia de Mendoza";"Provincia de Mendoza"
"4637176";"28";"Provincia de Misiones";"Provincia de Misiones";"Provincia de Misiones";"Provincia de Misiones";"Provincia de Misiones";"Provincia de Misiones";"Provincia de Misiones";"Provincia de Misiones";"Provincia de Misiones";"Provincia de Misiones";"Provincia de Misiones";"Provincia de Misiones";"Provincia de Misiones";"Provincia de Misiones"
"1955670";"28";"Provincia de Río Negro";"Provincia de Río Negro";"Provincia de Río Negro";"Provincia de Río Negro";"Provincia de Río Negro";"Provincia de Río Negro";"Provincia de Río Negro";"Provincia de Río Negro";"Provincia de Río Negro";"Provincia de Río Negro";"Provincia de Río Negro";"Provincia de Río Negro";"Provincia de Río Negro";"Provincia de Río Negro"
"4825789";"28";"Provincia de Salta";"Provincia de Salta";"Provincia de Salta";"Provincia de Salta";"Provincia de Salta";"Provincia de Salta";"Provincia de Salta";"Provincia de Salta";"Provincia de Salta";"Provincia de Salta";"Provincia de Salta";"Provincia de Salta";"Provincia de Salta";"Provincia de Salta"
"4825592";"28";"Provincia de San Juan";"Provincia de San Juan";"Provincia de San Juan";"Provincia de San Juan";"Provincia de San Juan";"Provincia de San Juan";"Provincia de San Juan";"Provincia de San Juan";"Provincia de San Juan";"Provincia de San Juan";"Provincia de San Juan";"Provincia de San Juan";"Provincia de San Juan";"Provincia de San Juan"
"4825565";"28";"Provincia de San Luis";"Provincia de San Luis";"Provincia de San Luis";"Provincia de San Luis";"Provincia de San Luis";"Provincia de San Luis";"Provincia de San Luis";"Provincia de San Luis";"Provincia de San Luis";"Provincia de San Luis";"Provincia de San Luis";"Provincia de San Luis";"Provincia de San Luis";"Provincia de San Luis"
"4825431";"28";"Provincia de Santa Cruz";"Provincia de Santa Cruz";"Provincia de Santa Cruz";"Provincia de Santa Cruz";"Provincia de Santa Cruz";"Provincia de Santa Cruz";"Provincia de Santa Cruz";"Provincia de Santa Cruz";"Provincia de Santa Cruz";"Provincia de Santa Cruz";"Provincia de Santa Cruz";"Provincia de Santa Cruz";"Provincia de Santa Cruz";"Provincia de Santa Cruz"
"4825424";"28";"Provincia de Santa Fe";"Provincia de Santa Fe";"Provincia de Santa Fe";"Provincia de Santa Fe";"Provincia de Santa Fe";"Provincia de Santa Fe";"Provincia de Santa Fe";"Provincia de Santa Fe";"Provincia de Santa Fe";"Provincia de Santa Fe";"Provincia de Santa Fe";"Provincia de Santa Fe";"Provincia de Santa Fe";"Provincia de Santa Fe"
"4829422";"28";"Provincia del Chaco";"Provincia del Chaco";"Provincia del Chaco";"Provincia del Chaco";"Provincia del Chaco";"Provincia del Chaco";"Provincia del Chaco";"Provincia del Chaco";"Provincia del Chaco";"Provincia del Chaco";"Provincia del Chaco";"Provincia del Chaco";"Provincia del Chaco";"Provincia del Chaco"
"4826658";"28";"Provincia del Neuquén";"Provincia del Neuquén";"Provincia del Neuquén";"Provincia del Neuquén";"Provincia del Neuquén";"Provincia del Neuquén";"Provincia del Neuquén";"Provincia del Neuquén";"Provincia del Neuquén";"Provincia del Neuquén";"Provincia del Neuquén";"Provincia del Neuquén";"Provincia del Neuquén";"Provincia del Neuquén"
"4637590";"28";"Distrito Federal";"Distrito Federal";"Distrito Federal";"Distrito Federal";"Distrito Federal";"Distrito Federal";"Distrito Federal";"Distrito Federal";"Distrito Federal";"Distrito Federal";"Distrito Federal";"Distrito Federal";"Distrito Federal";"Distrito Federal"
"4637893";"28";"Provincia de Buenos Aires";"Provincia de Buenos Aires";"Provincia de Buenos Aires";"Provincia de Buenos Aires";"Provincia de Buenos Aires";"Provincia de Buenos Aires";"Provincia de Buenos Aires";"Provincia de Buenos Aires";"Provincia de Buenos Aires";"Provincia de Buenos Aires";"Provincia de Buenos Aires";"Provincia de Buenos Aires";"Provincia de Buenos Aires";"Provincia de Buenos Aires"
"2200367";"6";"Гехаркуникская";"Гехаркуникская";"Гехаркуникская";"Гехаркуникская";"Гехаркуникская";"Гехаркуникская";"Гехаркуникская";"Гехаркуникская";"Гехаркуникская";"Гехаркуникская";"Гехаркуникская";"Гехаркуникская";"Гехаркуникская";"Гехаркуникская"
"2200791";"6";"Тавушская";"Тавушская";"Тавушская";"Тавушская";"Тавушская";"Тавушская";"Тавушская";"Тавушская";"Тавушская";"Тавушская";"Тавушская";"Тавушская";"Тавушская";"Тавушская"
"5308500";"29";"Aruba (general)";"Aruba (general)";"Aruba (general)";"Aruba (general)";"Aruba (general)";"Aruba (general)";"Aruba (general)";"Aruba (general)";"Aruba (general)";"Aruba (general)";"Aruba (general)";"Aruba (general)";"Aruba (general)";"Aruba (general)"
"2200001";"6";"Арагацотнская";"Арагацотнская";"Арагацотнская";"Арагацотнская";"Арагацотнская";"Арагацотнская";"Арагацотнская";"Арагацотнская";"Арагацотнская";"Арагацотнская";"Арагацотнская";"Арагацотнская";"Арагацотнская";"Арагацотнская"
